"","variable","value.x","value.y","value"
"1","out-of sample MSE","2.091478","2.298197","2.298197"
"2","NAPM:ORD.lag1","0.059559","0.062063","0.062063"
"3","D.PCED_Gas_Enrgy.lag1","-0.117492",NA,NA
"4","D.Inflation.lag1","-0.00051","-0.043365","-0.043365"
"5","D.Inflation.lag3","0.044164","0.043693","0.043693"
"6","Inflation.lag1",NA,"-0.015561","-0.015561"
