bpdata_raw1,bpdata_raw2,bpdata_raw3,bpdata_raw4,bpdata_raw5,bpdata_raw6,bpdata_raw7,bpdata_raw8,bpdata_raw9,bpdata_raw10,bpdata_raw11,bpdata_raw12,bpdata_raw13,bpdata_raw14,bpdata_raw15,bpdata_raw16,bpdata_raw17,bpdata_raw18,bpdata_raw19,bpdata_raw20,bpdata_raw21,bpdata_raw22,bpdata_raw23,bpdata_raw24,bpdata_raw25,bpdata_raw26,bpdata_raw27,bpdata_raw28,bpdata_raw29,bpdata_raw30,bpdata_raw31,bpdata_raw32,bpdata_raw33,bpdata_raw34,bpdata_raw35,bpdata_raw36,bpdata_raw37,bpdata_raw38,bpdata_raw39,bpdata_raw40,bpdata_raw41,bpdata_raw42,bpdata_raw43,bpdata_raw44,bpdata_raw45,bpdata_raw46,bpdata_raw47,bpdata_raw48,bpdata_raw49,bpdata_raw50,bpdata_raw51,bpdata_raw52,bpdata_raw53,bpdata_raw54,bpdata_raw55,bpdata_raw56,bpdata_raw57,bpdata_raw58,bpdata_raw59,bpdata_raw60,bpdata_raw61,bpdata_raw62,bpdata_raw63,bpdata_raw64,bpdata_raw65,bpdata_raw66,bpdata_raw67,bpdata_raw68,bpdata_raw69,bpdata_raw70,bpdata_raw71,bpdata_raw72,bpdata_raw73,bpdata_raw74,bpdata_raw75,bpdata_raw76,bpdata_raw77,bpdata_raw78,bpdata_raw79,bpdata_raw80,bpdata_raw81,bpdata_raw82,bpdata_raw83,bpdata_raw84,bpdata_raw85,bpdata_raw86,bpdata_raw87,bpdata_raw88,bpdata_raw89,bpdata_raw90,bpdata_raw91,bpdata_raw92,bpdata_raw93,bpdata_raw94,bpdata_raw95,bpdata_raw96,bpdata_raw97,bpdata_raw98,bpdata_raw99,bpdata_raw100,bpdata_raw101,bpdata_raw102,bpdata_raw103,bpdata_raw104,bpdata_raw105,bpdata_raw106,bpdata_raw107,bpdata_raw108,bpdata_raw109,bpdata_raw110,bpdata_raw111,bpdata_raw112,bpdata_raw113,bpdata_raw114,bpdata_raw115,bpdata_raw116,bpdata_raw117,bpdata_raw118,bpdata_raw119,bpdata_raw120,bpdata_raw121,bpdata_raw122,bpdata_raw123,bpdata_raw124,bpdata_raw125,bpdata_raw126,bpdata_raw127,bpdata_raw128,bpdata_raw129,bpdata_raw130,bpdata_raw131,bpdata_raw132,bpdata_raw133,bpdata_raw134,bpdata_raw135,bpdata_raw136,bpdata_raw137,bpdata_raw138,bpdata_raw139,bpdata_raw140,bpdata_raw141,bpdata_raw142,bpdata_raw143,bpdata_raw144,bpdata_raw145,bpdata_raw146,bpdata_raw147,bpdata_raw148,bpdata_raw149,bpdata_raw150,bpdata_raw151,bpdata_raw152,bpdata_raw153,bpdata_raw154,bpdata_raw155,bpdata_raw156,bpdata_raw157,bpdata_raw158,bpdata_raw159,bpdata_raw160,bpdata_raw161,bpdata_raw162,bpdata_raw163,bpdata_raw164,bpdata_raw165,bpdata_raw166,bpdata_raw167,bpdata_raw168,bpdata_raw169,bpdata_raw170,bpdata_raw171,bpdata_raw172,bpdata_raw173,bpdata_raw174,bpdata_raw175,bpdata_raw176,bpdata_raw177,bpdata_raw178,bpdata_raw179,bpdata_raw180,bpdata_raw181,bpdata_raw182,bpdata_raw183,bpdata_raw184,bpdata_raw185,bpdata_raw186,bpdata_raw187,bpdata_raw188,bpdata_raw189,bpdata_raw190,bpdata_raw191,bpdata_raw192,bpdata_raw193,bpdata_raw194,bpdata_raw195,bpdata_raw196,bpdata_raw197,bpdata_raw198,bpdata_raw199,bpdata_raw200,bpdata_raw201,bpdata_raw202,bpdata_raw203,bpdata_raw204,bpdata_raw205,bpdata_raw206,bpdata_raw207
2976.629,1809.4,7.832,17.362,29.164,347.373,17.113,8.404,10.711,57.603,0.00387821256864729,989.449,40.369,6.94048519401943,24.495,86.577,117.133,2065,18.453,18.615,22.3226,21.0961666666667,28.6222666666667,22.539,13.3517666666667,27.0679333333333,17.8089,18.3702,34.2609666666667,12.1848666666667,NaN,52727.6666666667,44610,15124,33809.3333333333,18918.3333333333,8848,6276,2995.33333333333,2777.33333333333,2422.66666666667,1704.33333333333,3542,3319.33333333333,1089.66666666667,799,10836.3333333333,8117.66666666667,5386.76666666667,2595.5,2337,1472.66666666667,4308,63939.6666666667,59.2,5.83333333333333,4.75440929982143,1.08719325008448,13.5,5.13333333333333,5.6,1529,1142,556.333333333333,738,NaN,NaN,NaN,NaN,2703.33333333333,58.257,53.752,40.3,NaN,2.63333333333333,34,1569.33333333333,319.666666666667,NaN,386.333333333333,288.333333333333,508.666666666667,386,NaN,230645,63892,54073.6666666667,49800,152212.333333333,9682.66666666667,65.1333333333333,53.1333333333333,69.9,253.206666666667,17.137,17.611,17.189,23.888,20.515,28.016,54.522,19.875,12.151,11.551,32.664,46.51,218.865,28.796,17.566,53.152,10.504,16.921,13.618,6.13,13.283,14.512,11.256,15.051,12.217,28.9933333333333,29.9333333333333,33.1666666666667,31.7666666666667,33.3666666666667,35.2333333333333,30.4,30.6666666666667,1.67375266585236,5.68771693048592,64.8666666666667,NaN,NaN,0.139306962264905,0.11659335838736,51.053,48.875,34.33,31.953,22.666,22.037,17.103,2.57,2.77333333333333,3.11666666666667,NaN,3.50333333333333,3.99,NaN,4.13,4.87,0.88,NaN,0.343333333333333,0.73,1.21666666666667,0.25823,NaN,NaN,NaN,2.205949798078,NaN,7.91171303573047,16.3439173665913,15.6776684988488,1.99806233880816,1.19048928531549,2.81039851645277,1.43040560558638,NaN,2.81039851645277,NaN,55.5133333333333,118967.694118802,10685.1691981263,532.173401437225,108264.523782319,5392.09991043673,80632.6356068733,90933.9223170197,38295.8070520532,28033.7718017827,597.3767,NaN,NaN,NaN,NaN,113.97018072458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95.8,NaN,19509.2,19129.032878,23.4813666666667,793416.402313333,0.77035525075911,NaN,NaN,NaN,NaN,1.3154551806441
3049.011,1837.3,8.127,17.622,29.405,374.394,17.641,8.656,11.02,59.614,0.00958671516763961,1001.749,41.114,7.16481986424552,24.563,89.454,122.797,2098,19.029,19.144,23.4051666666667,21.7268,29.1909666666667,24.1559,14.6120666666667,28.4872666666667,18.4799333333333,19.3467,34.7498333333333,12.7814666666667,NaN,53516,45370,15475.3333333333,34146.3333333333,19369.6666666667,9148.66666666667,6326.66666666667,3090.66666666667,2813.33333333333,2446.66666666667,1728.66666666667,3591.66666666667,3360.33333333333,1103.66666666667,803.666666666667,10956,8146,5438.26666666667,2624.83333333333,2331.66666666667,1478,4336.33333333333,64772,59.2666666666667,5.1,4.20422585957806,0.856439919321602,14.4,4.2,5.03333333333333,1498.33333333333,967.333333333333,404.333333333333,584.666666666667,NaN,NaN,NaN,NaN,2496,59.641,54.78,40.6,NaN,2.9,38.6666666666667,1493.33333333333,276,NaN,354.666666666667,251.666666666667,508.333333333333,378.666666666667,NaN,238867.333333333,64475,55336,50196.3333333333,158360,10416.3333333333,63.8333333333333,64.2666666666667,67,260.366666666667,17.204,17.701,17.237,23.996,20.529,28.05,54.73,19.88,12.238,11.629,32.883,46.735,217.775,28.824,17.466,53.314,10.586,17.049,13.712,6.195,13.395,14.754,11.411,14.989,12.229,29.0433333333333,30.1,33.2333333333333,31.6666666666667,33.3666666666667,34.9,30.5,30.8333333333333,1.72706645551884,5.82473448251418,66.0666666666667,NaN,NaN,0.140297888757321,0.117700134840533,51.384,48.755,34.737,32.099,22.546,21.957,17.311,3.08333333333333,3,3.37333333333333,NaN,3.91666666666667,4.25666666666667,NaN,4.35333333333333,4.95333333333333,0.696666666666667,NaN,0.373333333333333,0.916666666666667,1.25666666666667,0.318283333333333,NaN,NaN,NaN,2.20636633476527,NaN,7.93955556601964,16.5042944176474,15.8206970737771,2.05272996912624,1.22772037156177,2.88401293539807,1.4691013623671,NaN,2.88401293539807,NaN,57.5066666666667,120963.256208341,10944.9329157625,537.111886725566,110026.553291709,5399.4455775341,82184.882217787,92466.6300853415,38802.969501839,28496.6261229999,626.433333333333,NaN,NaN,NaN,NaN,113.656183456765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97.2,NaN,19009.5666666666,19171.800899,23.7451,809968.481699,0.768349301722513,NaN,NaN,NaN,NaN,1.33142771982754
3043.139,1856.5,8.284,17.859,29.518,350.215,17.828,8.938,11.316,58.499,0.00113698388407496,1010.329,41.656,7.10654032817194,24.59,92.289,123.95,2095.1,18.935,19.046,22.4478333333333,22.0205333333333,29.5159666666667,21.6506,12.1535,28.5923333333333,18.5262,18.6789666666667,35.2116,12.9736333333333,NaN,53522,45324.3333333333,15359.6666666667,34312,19210,8988.33333333333,6371.33333333333,3074.33333333333,2831,2464.66666666667,1720.66666666667,3601.66666666667,3379,1111,776,11006.3333333333,8197.66666666667,5480.16666666667,2658.86666666667,2331.66666666667,1485.33333333333,4380.66666666667,64875,59.3,5.26666666666667,4.61518173468906,0.692410945211217,15.1666666666667,4.46666666666667,4.9,1600,1145,416.666666666667,474.333333333333,NaN,NaN,NaN,NaN,2591.33333333333,59.084,54.619,40.3666666666667,NaN,2.83333333333333,41,1437,276.666666666667,NaN,331,247.333333333333,501,357.666666666667,NaN,235228,65004.6666666667,50597.6666666667,47710.6666666667,157889,10575,58,51.7333333333333,53.1333333333333,264.2,17.307,17.816,17.308,24.073,20.602,28.138,54.721,19.966,12.353,11.732,32.835,46.802,217.812,28.818,17.506,53.554,10.578,17.255,13.787,6.261,13.497,14.993,11.53,15.052,12.409,29.1933333333333,30.2333333333333,33.1666666666667,31.6,33.3333333333333,34.6333333333333,30.5,30.8,1.73999650683245,5.72146627721065,61.0333333333333,NaN,NaN,0.141819368380024,0.116749626529215,51.421,49.135,34.667,32.235,22.743,22.131,17.254,3.57666666666667,3.54,4.13,NaN,4.60333333333333,4.50333333333333,NaN,4.47333333333333,5.11666666666667,0.613333333333333,NaN,0.59,1.06333333333333,0.963333333333333,0.199193333333333,NaN,NaN,NaN,2.19881632796423,NaN,7.94422394274036,16.6198854853957,15.9332467331876,2.13316006261998,1.28061643068967,2.97629317270269,1.49470480661795,NaN,2.97629317270269,NaN,58.73,121929.402451213,11209.3778734794,551.065883537275,110725.879786703,5443.41135286949,82830.8181066124,93127.9129243801,39105.0828711678,28801.4895268327,652.9534,NaN,NaN,NaN,NaN,114.074846480518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96.6666666666667,NaN,19286.2339511714,19514.438296,24.2117,804991.856737,0.75962744347069,NaN,NaN,NaN,NaN,1.33400132860947
3055.104,1858.6,7.889,18.075,29.701,361.612,17.621,8.92,11.285,56.843,0.00560602846907994,1002.144,41.243,7.15971223021583,24.465,89.818,120.801,2110.1,18.905,19.08,22.5551666666667,21.7786333333333,29.2142,22.1658666666667,12.6544666666667,28.3130666666667,17.5698333333333,15.9831333333333,35.4017,12.7915666666667,NaN,53723,45417.3333333333,15343.6666666667,34570.3333333333,19152.6666666667,8971.33333333333,6372.33333333333,3033,2866.33333333333,2483.66666666667,1719,3630,3399.66666666667,1124.33333333333,776,11041.6666666667,8305.66666666667,5507.2,2671.93333333333,2367.33333333333,1500.66666666667,4437.66666666667,64927.3333333333,59.3333333333333,5.6,4.92650741865121,0.674132187116081,15.4,4.8,5.1,1717.33333333333,1206.33333333333,464.666666666667,463.666666666667,NaN,NaN,NaN,NaN,2754.33333333333,59.03,54.627,40.1,NaN,2.66666666666667,40,1521.33333333333,245,NaN,378.666666666667,266.333333333333,528.333333333333,348,NaN,235627.333333333,63911,51172.6666666667,47335,160490.333333333,10340,55.6,43.8666666666667,54.6333333333333,265.806666666667,17.401,17.918,17.375,24.118,20.675,28.212,54.697,20.04,12.461,11.84,32.8,46.811,217.891,28.796,17.49,53.672,10.815,17.347,13.878,6.385,13.564,15.179,11.602,15.225,12.539,29.37,30.4333333333333,33.0333333333333,31.5666666666667,33.1333333333333,34.3,30.5666666666667,30.8666666666667,1.75369347880336,5.58840638521944,63.9333333333333,NaN,NaN,0.143056719185672,0.116267247823755,51.605,49.491,34.608,32.322,22.984,22.384,17.145,3.99,4.23,4.64,NaN,4.91666666666667,4.58333333333333,NaN,4.57,5.27333333333333,0.69,NaN,0.41,0.686666666666666,0.353333333333333,0.20209,NaN,NaN,NaN,2.18058406453776,NaN,7.828142817518,16.5826345015526,15.924061068762,2.16539928852551,1.32779885372206,3.07262686901191,1.51823945131048,NaN,3.07262686901191,NaN,57.7633333333333,121755.998180756,11450.6432569821,559.205848674314,110306.729629233,5386.96097437069,82348.6331626144,92638.8371397596,39417.786773589,29117.1610409965,651.7067,NaN,NaN,NaN,NaN,114.118156448492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96.8666666666667,NaN,19867.3333333333,19853.884112,24.7289666666667,830928.830554333,0.747838858423516,NaN,NaN,NaN,NaN,1.36359997958089
3123.162,1876.3,8.142,18.237,29.775,397.964,18.209,9.229,11.677,58.588,0.0136883709522593,985.207,39.688,7.72544514646755,24.879,101.064,125.38,2135.2,19.463,19.552,23.9151,22.5907,30.3516666666667,24.3336333333333,14.6482,29.1209333333333,19.8605333333333,21.5417666666667,35.6732666666667,13.2769666666667,NaN,54415,46029,15719.6666666667,34925.3333333333,19489.6666666667,9316,6403.66666666667,2985,2902.33333333333,2505,1744.66666666667,3679,3440,1138.33333333333,785,11130,8386,5567.23333333333,2682.46666666667,2396.66666666667,1506,4483.33333333333,65213.3333333333,58.9,5.13333333333333,4.51589101138057,0.646589221236699,14.4333333333333,4.36666666666667,4.76666666666667,1578.33333333333,1066.33333333333,460.333333333333,444.666666666667,NaN,NaN,NaN,NaN,2492.33333333333,58.87,54.965,40.3,NaN,2.83333333333333,40.3333333333333,1223,235.666666666667,1045,264,193,450.666666666667,315.333333333333,NaN,241801.333333333,64988,50902,47570.6666666667,151416,9955.33333333333,35.5666666666667,51.8666666666667,56.7,274.266666666667,17.424,17.976,17.41,24.146,20.742,28.172,54.617,20.012,12.518,11.914,32.53,46.966,218.878,28.86,17.451,53.797,10.688,17.398,13.928,6.445,13.649,15.277,11.709,15.452,12.58,29.3966666666667,30.5666666666667,33.2,31.7666666666667,33.3333333333333,34.8,30.6,30.8666666666667,1.74641271669174,5.51848684146014,60.6666666666667,NaN,NaN,0.145562873097084,0.118862048854576,52.665,50.761,35.41,33.212,22.963,22.346,17.251,3.93333333333333,3.87333333333333,4.21666666666667,NaN,4.57,4.48666666666667,NaN,4.55333333333333,5.31,0.823333333333333,NaN,0.343333333333333,0.696666666666667,0.613333333333333,0.58054,NaN,NaN,NaN,2.17358777006882,NaN,7.78260837822192,16.6165944388298,15.974998992807,2.2146944443312,1.36022139683713,3.13830416465901,1.54103828828001,NaN,3.13830416465901,NaN,56.2766666666667,122279.302014198,11644.5440563252,562.997105853957,110624.221792546,5348.52342910921,82157.7647761958,92545.6737875182,40090.9890084836,29733.6282266801,631.6566,NaN,NaN,NaN,NaN,114.143420596477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102.966666666667,NaN,20726.5,20339.849091,24.8608,811853.845396333,0.745438922403892,NaN,NaN,NaN,NaN,1.33882747480336
3111.31,1900.1,8.327,18.439,30.1,360.873,17.878,9.384,11.848,53.791,0.00392599901649145,995.833,39.765,7.66897498998455,25.483,107.484,126.322,2148.6,19.234,19.369,23.3962,22.5906666666667,30.5141333333333,23.1342333333333,13.4757333333333,28.8535333333333,19.5366,21.0660333333333,36.1485333333333,13.1758333333333,NaN,54544,46078,15565,35190.6666666667,19353.3333333333,9163,6402,3008,2928.33333333333,2523.66666666667,1740,3695.66666666667,3478,1148.33333333333,780.333333333333,11210.6666666667,8466,5619.36666666667,2691.3,2417,1524.33333333333,4524.66666666667,66061.3333333333,59.5666666666667,5.23333333333333,4.67607201123196,0.581462428934037,14.2333333333333,4.4,4.83333333333333,1730.33333333333,1086,443.666666666667,405.333333333333,NaN,NaN,NaN,NaN,2802,59.457,55.062,40,NaN,2.43333333333333,37.6666666666667,1262.66666666667,249,1008.66666666667,304,211.666666666667,427,320,NaN,238584,65845.6666666667,50670,46861.3333333333,144159,10355,32,43.9666666666667,49,277.346666666667,17.516,18.045,17.473,24.179,20.792,28.313,54.552,20.156,12.586,11.996,32.312,47.11,219.699,28.892,17.672,54.083,10.689,17.402,13.972,6.622,13.674,15.349,11.74,15.626,12.658,29.5733333333333,30.6333333333333,33.4,31.6666666666667,33.6,35.4333333333333,30.5333333333333,30.8333333333333,1.7192294866099,5.59343227427501,56.6666666666667,NaN,NaN,0.145746146463338,0.118592521552924,52.686,50.243,34.932,32.576,23.312,22.797,16.727,3.69666666666667,2.99333333333333,3.29,NaN,3.87,4.26,NaN,4.45333333333333,5.24666666666667,0.986666666666667,NaN,0.296666666666667,0.876666666666667,1.26666666666667,0.923833333333334,NaN,NaN,NaN,2.16597440176007,NaN,7.73622243401316,16.6860331540642,16.0265755946094,2.26772610702911,1.38399779841588,3.21509029248409,1.54149480552619,NaN,3.21509029248409,NaN,56.07,123874.513835134,11888.9046300089,570.420856284262,111992.874394757,5373.33533223447,83593.4033503353,93975.5988807873,40301.2406376998,29898.9149543466,626.6666,NaN,NaN,NaN,NaN,114.821943428076,NaN,NaN,NaN,NaN,NaN,NaN,1.96749138036369,NaN,99.1333333333333,NaN,20528.0666666666,20690.613535,25.3781333333333,787996.380983,0.742588686359429,NaN,NaN,NaN,NaN,1.33554884055187
3119.057,1892.5,8.261,18.417,29.924,359.955,17.495,8.979,11.64,52.184,0.00553853296044285,1020.016,40.985,7.63445761166819,25.859,104.769,122.605,2152.4,19.18,19.388,23.0115,22.2969666666667,30.1543333333333,22.6456,13.0935333333333,28.4786333333333,18.7807333333333,20.3315666666667,36.0942333333333,12.9736333333333,NaN,54267.6666666667,45798.3333333333,15367.6666666667,35157,19110.6666666667,9009,6358.66666666667,2978,2948,2542.66666666667,1724.66666666667,3701,3463.33333333333,1156.33333333333,765,11151.6666666667,8469.33333333333,5592.13333333333,2699.1,2348.66666666667,1548.66666666667,4572,66023.6666666667,59.5666666666667,5.53333333333333,4.9443965239957,0.608282291185587,14.5666666666667,4.83333333333333,5.03333333333333,1710.66666666667,1228,518,425.333333333333,NaN,NaN,NaN,NaN,2944.66666666667,59.371,54.75,39.6666666666667,NaN,2.36666666666667,35,1196.33333333333,284.333333333333,992.333333333333,280.333333333333,260.666666666667,387,268.333333333333,NaN,236695,64935.3333333333,51773,47598.6666666667,141899.666666667,9935.66666666667,37.0333333333333,40.6,50.6,279.54,17.583,18.118,17.552,24.17,20.824,28.353,54.385,20.216,12.67,12.087,32.024,47.181,219.999,28.905,17.658,54.286,10.916,17.408,14.039,6.755,13.752,15.471,11.782,15.842,12.739,29.59,30.6,33.4333333333333,31.6666666666667,33.6666666666667,35.5,30.4666666666667,30.8,1.68086835501733,5.52135363254022,49.6333333333333,NaN,NaN,0.147553622462837,0.118668391005878,52.975,50.169,35.032,32.656,23.234,22.869,16.819,2.93666666666667,2.36,2.71,NaN,3.07333333333333,3.83333333333333,NaN,4.31333333333333,5.10333333333333,1.27,NaN,0.35,0.713333333333333,1.47333333333333,0.804593333333333,NaN,NaN,NaN,2.16896709472563,NaN,7.77692302604215,16.9152721783799,16.2161487509746,2.28361675872988,1.41317813723666,3.25755860487016,1.53724837964928,NaN,3.25755860487016,NaN,55.72,123795.730274274,12079.7645261409,578.691627933953,111715.291856441,5351.81823864358,83274.416932152,93693.0414476874,40517.2389848409,30102.6888265871,616.1334,NaN,NaN,NaN,NaN,114.637876064185,NaN,NaN,NaN,NaN,NaN,NaN,2.17903131907569,NaN,97.1666666666667,NaN,20945.3,21187.283314,25.7027333333333,780637.101394333,0.739610241815888,NaN,NaN,NaN,NaN,1.36698602120732
3081.3,1894.9,8.054,18.595,29.945,320.079,17.46,8.663,11.613,52.13,-0.00652581702528154,1026.824,41.134,7.54920310816176,26.15,106.94,116.822,2151.5,18.77,19.033,22.4568,22.0464333333333,29.9570333333333,21.695,12.2464333333333,27.9017,18.2794,19.7139333333333,36.1213666666667,12.6803666666667,NaN,53950,45411.6666666667,15096.6666666667,35183.6666666667,18766.3333333333,8795,6301.66666666667,2918,2966.66666666667,2555,1703.33333333333,3701,3460.33333333333,1163.33333333333,751.666666666667,11095.6666666667,8538.33333333333,5577.2,2687.56666666667,2364.66666666667,1563.66666666667,4610,65839.6666666667,59.6333333333333,6.26666666666667,5.49825760956446,0.792572909379157,15.7333333333333,5.43333333333333,5.8,1862,1372.33333333333,628,556.666666666667,NaN,NaN,NaN,NaN,3164.33333333333,58.696,54.241,39.1333333333333,NaN,2.16666666666667,31.3333333333333,1157.33333333333,261.666666666667,967.333333333333,275.333333333333,173,408.666666666667,300.333333333333,NaN,235391.666666667,64716.3333333333,49184.6666666667,46553,139063.666666667,9749,38.0666666666667,40.2333333333333,48.6,278.69,17.661,18.178,17.631,24.137,20.87,28.46,54.29,20.329,12.736,12.153,31.864,47.25,219.712,28.893,17.834,54.39,10.944,17.427,14.091,6.829,13.866,15.547,11.807,16.037,12.794,29.78,30.7666666666667,33.6666666666667,31.7666666666667,33.9333333333333,36.2333333333333,30.4333333333333,30.7333333333333,1.64134513024549,5.35806821497496,46.1666666666667,NaN,NaN,0.148345052162182,0.118639750978424,52.868,50.326,34.605,32.426,23.622,23.253,16.44,2.29666666666667,2.30666666666667,2.63,NaN,2.99333333333333,3.88666666666667,NaN,4.32,5.09666666666667,1.21,NaN,0.323333333333333,0.686666666666667,1.58,0.76863,NaN,NaN,NaN,2.17592411264489,NaN,7.74733168708867,17.1045737018793,16.4022566319912,2.29782923992377,1.43621855905744,3.2919783200257,1.54206698405517,NaN,3.2919783200257,NaN,55.3333333333333,125183.225216575,12263.9979769047,587.134462007307,112920.584296436,5406.03208148702,84610.0262295591,95056.2944291316,40582.5415325256,30126.9307874438,597.709966666667,NaN,NaN,NaN,NaN,114.847207576061,NaN,NaN,NaN,NaN,NaN,NaN,1.40323695060982,NaN,94.0333333333333,NaN,21616.8999999999,21609.045406,25.8751333333333,781977.091869333,0.737142321792137,NaN,NaN,NaN,NaN,1.35875264894304
3102.251,1894.4,7.611,18.782,30.122,328.386,17.312,8.381,11.447,52.342,-0.00295495109841209,1041.989,41.267,7.58597246614923,26.99,106.207,116.254,2172.4,18.904,19.143,22.1168,21.7268333333333,29.5043666666667,21.2508,11.7041333333333,28.1343,16.9450666666667,15.9497333333333,36.2572,12.5337,NaN,53633.6666666667,45046.3333333333,14822,35179,18454.6666666667,8550.33333333333,6271.66666666667,2902.33333333333,2986.66666666667,2566.33333333333,1683.33333333333,3700.66666666667,3455.33333333333,1170.66666666667,730.333333333333,11028.6666666667,8587.33333333333,5558.33333333333,2675.13333333333,2360.66666666667,1582.33333333333,4644.33333333333,65738,59.6333333333333,6.8,5.83830598754985,0.944796394897719,17.2,5.86666666666667,6.3,1928,1453.33333333333,736,666.333333333333,NaN,NaN,NaN,NaN,3438,58.377,53.937,39.4,NaN,2.1,30,1235.33333333333,310.666666666667,976.666666666667,276,228.333333333333,434.666666666667,296.333333333333,NaN,230605,63709.6666666667,47898.6666666667,45237,137724.666666667,9833.66666666667,40.8,38.6666666666667,50.3666666666667,274.573333333333,17.694,18.209,17.651,24.101,20.907,28.495,54.299,20.36,12.769,12.18,31.881,47.249,219.237,28.909,17.881,54.417,10.936,17.449,14.122,6.815,13.979,15.694,11.877,16.04,12.782,29.84,30.8333333333333,33.6333333333333,31.6333333333333,33.8666666666667,35.9,30.5,30.7,1.63910799455088,5.46428668695415,49.8666666666667,NaN,NaN,0.149742647091816,0.118622696342984,53.224,50.697,35.049,32.792,23.579,23.16,16.617,2.00333333333333,2.35,2.53666666666667,NaN,2.87333333333333,3.78666666666667,NaN,4.27,5.06333333333333,1.27666666666667,NaN,0.186666666666667,0.523333333333333,1.43666666666667,0.534136666666666,NaN,NaN,NaN,2.18100903727538,NaN,7.77270551006843,17.37048461876,16.6565559479947,2.30724640859833,1.47499026931808,3.32139336491196,1.55226020811293,NaN,3.32139336491196,NaN,62.0033333333333,128450.290891401,12473.0555488421,591.309212415686,115968.35417931,5497.70310140862,87989.1637696788,98465.9350316913,40429.103776623,29984.3558597098,650.923366666667,NaN,NaN,NaN,NaN,114.98435580798,NaN,NaN,NaN,NaN,NaN,NaN,1.94168121172202,NaN,95.1,NaN,22324.9666666666,21926.510279,26.1693,799344.810342667,0.735900060646291,NaN,NaN,NaN,NaN,1.34549555405633
3159.918,1922.6,7.769,19.056,30.526,351.395,17.596,8.782,11.702,52.55,0.0025032295141836,1044.388,41.616,7.72840343735866,26.807,104.732,117.671,2205.5,19.399,19.574,22.9935666666667,22.2969666666667,30.607,22.5212333333333,12.6803,29.2911666666667,18.7344666666667,19.113,36.8818666666667,12.6146666666667,NaN,53796,45135.6666666667,14912.6666666667,35271.6666666667,18524.3333333333,8632.33333333333,6280.33333333333,2885.33333333333,3006,2580,1682.66666666667,3717,3450.33333333333,1178.66666666667,726.333333333333,10996.6666666667,8660.33333333333,5532.3,2669.63333333333,2377.66666666667,1602,4680.66666666667,65605.3333333333,59.4666666666667,7,5.64377909753017,1.22330756329602,16.2666666666667,6.06666666666667,6.73333333333333,1772.66666666667,1426,782,863,NaN,NaN,NaN,NaN,3238.33333333333,57.706,53.811,39.7333333333333,NaN,2.23333333333333,31.3333333333333,1343,347,1033,270.333333333333,252,493,327.666666666667,NaN,236297.333333333,63973,52010,48798.6666666667,139773.333333333,9777.33333333333,48.2333333333333,42.4333333333333,65.5,273.606666666667,17.692,18.269,17.688,24.115,20.93,28.377,54.556,20.218,12.825,12.23,32.261,47.316,218.824,28.823,17.751,54.303,10.644,17.457,14.192,6.793,14.111,15.77,11.954,16.1,12.821,29.83,30.9333333333333,33.3333333333333,31.4333333333333,33.4666666666667,35,30.4,30.6,1.6548842485406,5.5303144262005,52.2666666666667,NaN,NaN,0.151802076435617,0.119872654112974,53.986,51.835,36.05,33.92,23.298,22.831,17.171,1.73333333333333,2.30333333333333,2.48666666666667,NaN,2.93666666666667,3.79,NaN,4.28333333333333,5.01666666666667,1.22666666666667,NaN,0.183333333333333,0.633333333333333,1.48666666666667,0.417136666666667,NaN,NaN,NaN,2.17657891569907,NaN,7.80359535945903,17.6323721546292,16.869734571435,2.31350563683458,1.4804556948452,3.29496194040703,1.56077524649929,NaN,3.29496194040703,NaN,65.9833333333333,130273.017620577,12672.8771056853,593.643056009653,117607.757023662,5509.16952068021,89327.7630166026,99770.7528359967,40965.7429020842,30502.26478458,689.789933333333,NaN,NaN,NaN,NaN,114.735323492127,NaN,NaN,NaN,NaN,NaN,1.37260187881426,0.888141647667405,NaN,97.7666666666667,NaN,22036.8666666666,22190.222487,26.4431666666667,821177.690657667,0.738944219577259,NaN,NaN,NaN,NaN,1.29359547518897
